brood_ID,species,population,collection,female_ID,fresh_or_etoh-preserved,brood_size,sample_storage,ovary_tissue_included,embryo_ID,stage,embryo_dry_weight_g,ovarian_tissue_dry_weight_g,comments,mother_std_length,mother_total_wet_mass,mother_no_ovary_wet_mass,mother_origin
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,4,45,0.0046,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,5,45,0.004,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,6,45,0.0048,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,7,45,0.0043,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,8,45,0.005,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,9,45,0.0025,0.0102,"#1, small",4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,10,45,0.0033,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,11,45,0.0035,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,12,45,0.0044,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,13,45,0.0051,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,14,45,0.0044,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,15,45,0.0048,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,16,45,0.0053,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,17,45,0.005,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,18,45,0.0044,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,19,45,0.0035,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,20,45,0.005,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,21,45,0.0048,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,22,45,0.0051,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,23,45,0.0042,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,1,40,0.0043,0.0038,dorsal/anal fin pigments,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,2,45,0.0045,0.0038,early 45,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,3,45,0.0043,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,4,45,0.005,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,5,45,0.0035,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,6,40,0.0042,0.0038,#1,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,7,45,0.0048,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,8,45,0.0047,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,9,40,0.0041,0.0038,#1,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,10,45,0.0033,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,11,45,0.0048,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,12,45,0.0047,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,13,45,0.0042,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,14,45,0.0044,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,15,45,0.0042,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,16,45,0.0037,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,17,45,0.0041,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,18,45,0.0041,0.0038,#2,4.3,1.82,1.32,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,1,45,0.0036,0.023,scales present,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,2,45,0.0042,0.023,"#1, small",4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,3,40,0.0033,0.023,dorsal/anal pigments,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,4,40,0.0032,0.023,#3,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,5,45,0.0043,0.023,#1,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,6,40,0.0045,0.023,#3,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,7,45,0.0046,0.023,#1,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,8,45,0.0042,0.023,#1,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,9,35,0.0032,0.023,pecotral pigments,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,10,45,0.0045,0.023,#1,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,11,45,0.0038,0.023,#1,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,12,45,0.0038,0.023,#1,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,13,45,0.0042,0.023,#1,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,14,40,0.0043,0.023,#3,4.4,2.05,1.55,wild
TETI2_III-2022_F21,Xmalinche,TETI2,III-2022,21,etoh,15,2ml etoh,yes,15,40,0.004,0.023,#3,4.4,2.05,1.55,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,1,25,0.0042,9.00E-04,"early 25, head pigments",3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,2,20,0.0042,9.00E-04,eye pigments present,3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,3,0,0.0034,9.00E-04,even lipid distribution,3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,4,20,0.0047,9.00E-04,#2,3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,5,20,0.0043,9.00E-04,#2,3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,6,25,0.0043,9.00E-04,#1,3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,7,25,0.0044,9.00E-04,#1,3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,8,20,0.004,9.00E-04,#2,3.3,0.84,0.64,wild
TETI2_III-2022_F22,Xmalinche,TETI2,III-2022,22,etoh,9,2ml etoh,yes,9,25,0.0043,9.00E-04,#1,3.3,0.84,0.64,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,1,0,0.0047,0.0015,even lipid distribution,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,2,0,0.004,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,3,0,0.0047,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,4,0,0.005,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,5,0,0.0041,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,6,0,0.0049,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,7,0,0.0048,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,8,0,0.005,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,9,0,0.0049,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,10,0,0.0052,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,11,0,0.0044,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,12,0,0.0044,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,13,0,0.0042,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,14,0,0.0044,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,15,0,0.0048,0.0015,#1,3.4,0.91,0.67,wild
TETI2_III-2022_F23,Xmalinche,TETI2,III-2022,23,etoh,16,2ml etoh,yes,16,5,0.0052,0.0015,nerula faintly seen,3.4,0.91,0.67,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,1,0,0.0052,0.001,even lipid distribution,3.3,0.87,0.71,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,2,0,0.0049,0.001,#1,3.3,0.87,0.71,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,3,0,0.0052,0.001,#1,3.3,0.87,0.71,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,4,0,0.0046,0.001,#1,3.3,0.87,0.71,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,5,0,0.0051,0.001,#1,3.3,0.87,0.71,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,6,0,0.0051,0.001,#1,3.3,0.87,0.71,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,7,5,0.0051,0.001,nerula faintly seen,3.3,0.87,0.71,wild
TETI2_III-2022_F24,Xmalinche,TETI2,III-2022,24,etoh,8,2ml etoh,yes,8,0,0.0048,0.001,#1,3.3,0.87,0.71,wild
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,1,30,0.0063,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,2,30,0.0057,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,3,30,0.0059,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,4,30,0.0058,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,5,30,0.0067,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,6,30,0.0049,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,7,30,0.0065,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,8,30,0.0064,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,9,30,0.0068,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,10,30,0.0065,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,11,30,0.0063,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,12,30,0.0059,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,13,30,0.0064,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,14,30,0.0061,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,15,30,0.0064,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,16,30,0.0062,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,17,30,0.0063,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,18,30,0.0066,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,19,30,0.0062,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,20,30,0.0064,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,21,30,0.0053,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,22,30,0.0061,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,23,30,0.0061,0.0098,caudal fin pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,24,25,0.0054,0.0098,body pigments,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,25,0,0.007,0.0098,even lipid distribution,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F1,malxmal,CHICxCHIC,IV-2023,1,etoh,26,2ml etoh,yes,26,0,0.0066,0.0098,even lipid distribution,5.4,4.1,3.44,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,1,35,0.0063,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,2,35,0.0065,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,3,35,0.0058,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,4,35,0.0059,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,5,35,0.0062,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,6,35,0.0058,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,7,35,0.0062,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,8,35,0.006,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,9,35,0.0056,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,10,35,0.0057,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,11,35,0.0062,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,12,35,0.0059,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,13,35,0.0062,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,14,35,0.0052,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,15,35,0.0055,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,16,35,0.0062,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,17,35,0.0059,0.0087,pectoral fin pigments,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,18,0,0.0072,0.0087,even lipid distribution,4.9,3.16,2.61,lab
CHICxCHIC_IV-2023_F2,malxmal,CHICxCHIC,IV-2023,2,etoh,19,2ml etoh,yes,19,0,0.0071,0.0087,even lipid distribution,4.9,3.16,2.61,lab